room_id,date,available
1136385184649125333,2026-09-01,False
1136385184649125333,2026-09-02,False
1136385184649125333,2026-09-03,False
1136385184649125333,2026-09-04,False
1136385184649125333,2026-09-05,False
1136385184649125333,2026-09-06,False
1136385184649125333,2026-09-07,True
1136385184649125333,2026-09-08,True
1136385184649125333,2026-09-09,False
1136385184649125333,2026-09-10,False
1136385184649125333,2026-09-11,False
1136385184649125333,2026-09-12,False
1136385184649125333,2026-09-13,True
1136385184649125333,2026-09-14,True
1136385184649125333,2026-09-15,True
1136385184649125333,2026-09-16,True
1136385184649125333,2026-09-17,True
1136385184649125333,2026-09-18,False
1136385184649125333,2026-09-19,False
1136385184649125333,2026-09-20,False
1136385184649125333,2026-09-21,True
1136385184649125333,2026-09-22,False
1136385184649125333,2026-09-23,False
1136385184649125333,2026-09-24,False
1136385184649125333,2026-09-25,False
1136385184649125333,2026-09-26,False
1136385184649125333,2026-09-27,False
1136385184649125333,2026-09-28,False
1136385184649125333,2026-09-29,True
1136385184649125333,2026-09-30,True
1136385184649125333,2026-10-01,True
1136385184649125333,2026-10-02,False
1136385184649125333,2026-10-03,False
1136385184649125333,2026-10-04,False
1136385184649125333,2026-10-05,False
1136385184649125333,2026-10-06,False
1136385184649125333,2026-10-07,False
1136385184649125333,2026-10-08,False
1136385184649125333,2026-10-09,False
1136385184649125333,2026-10-10,False
1136385184649125333,2026-10-11,True
1136385184649125333,2026-10-12,True
1136385184649125333,2026-10-13,True
1136385184649125333,2026-10-14,True
1136385184649125333,2026-10-15,True
1136385184649125333,2026-10-16,False
1136385184649125333,2026-10-17,False
1136385184649125333,2026-10-18,False
1136385184649125333,2026-10-19,False
1136385184649125333,2026-10-20,False
1136385184649125333,2026-10-21,False
1136385184649125333,2026-10-22,False
1136385184649125333,2026-10-23,True
1136385184649125333,2026-10-24,True
1136385184649125333,2026-10-25,True
1136385184649125333,2026-10-26,True
1136385184649125333,2026-10-27,True
1136385184649125333,2026-10-28,False
1136385184649125333,2026-10-29,False
1136385184649125333,2026-10-30,True
1136385184649125333,2026-10-31,True
