room_id,date,available
1136385184649125333,2026-02-01,False
1136385184649125333,2026-02-02,False
1136385184649125333,2026-02-03,False
1136385184649125333,2026-02-04,False
1136385184649125333,2026-02-05,False
1136385184649125333,2026-02-06,False
1136385184649125333,2026-02-07,False
1136385184649125333,2026-02-08,False
1136385184649125333,2026-02-09,False
1136385184649125333,2026-02-10,False
1136385184649125333,2026-02-11,True
1136385184649125333,2026-02-12,False
1136385184649125333,2026-02-13,False
1136385184649125333,2026-02-14,False
1136385184649125333,2026-02-15,False
1136385184649125333,2026-02-16,False
1136385184649125333,2026-02-17,False
1136385184649125333,2026-02-18,False
1136385184649125333,2026-02-19,False
1136385184649125333,2026-02-20,False
1136385184649125333,2026-02-21,False
1136385184649125333,2026-02-22,True
1136385184649125333,2026-02-23,False
1136385184649125333,2026-02-24,False
1136385184649125333,2026-02-25,True
1136385184649125333,2026-02-26,False
1136385184649125333,2026-02-27,False
1136385184649125333,2026-02-28,False
1136385184649125333,2026-03-01,False
1136385184649125333,2026-03-02,True
1136385184649125333,2026-03-03,True
1136385184649125333,2026-03-04,False
1136385184649125333,2026-03-05,False
1136385184649125333,2026-03-06,False
1136385184649125333,2026-03-07,False
1136385184649125333,2026-03-08,False
1136385184649125333,2026-03-09,False
1136385184649125333,2026-03-10,False
1136385184649125333,2026-03-11,True
1136385184649125333,2026-03-12,True
1136385184649125333,2026-03-13,True
1136385184649125333,2026-03-14,True
1136385184649125333,2026-03-15,True
1136385184649125333,2026-03-16,True
1136385184649125333,2026-03-17,True
1136385184649125333,2026-03-18,False
1136385184649125333,2026-03-19,False
1136385184649125333,2026-03-20,False
1136385184649125333,2026-03-21,True
1136385184649125333,2026-03-22,True
1136385184649125333,2026-03-23,False
1136385184649125333,2026-03-24,False
1136385184649125333,2026-03-25,False
1136385184649125333,2026-03-26,False
1136385184649125333,2026-03-27,False
1136385184649125333,2026-03-28,True
1136385184649125333,2026-03-29,True
1136385184649125333,2026-03-30,True
1136385184649125333,2026-03-31,True
