room_id,date,available
1136385184649125333,2026-08-01,False
1136385184649125333,2026-08-02,False
1136385184649125333,2026-08-03,False
1136385184649125333,2026-08-04,False
1136385184649125333,2026-08-05,False
1136385184649125333,2026-08-06,False
1136385184649125333,2026-08-07,False
1136385184649125333,2026-08-08,False
1136385184649125333,2026-08-09,True
1136385184649125333,2026-08-10,False
1136385184649125333,2026-08-11,False
1136385184649125333,2026-08-12,True
1136385184649125333,2026-08-13,True
1136385184649125333,2026-08-14,True
1136385184649125333,2026-08-15,False
1136385184649125333,2026-08-16,False
1136385184649125333,2026-08-17,False
1136385184649125333,2026-08-18,False
1136385184649125333,2026-08-19,False
1136385184649125333,2026-08-20,False
1136385184649125333,2026-08-21,False
1136385184649125333,2026-08-22,False
1136385184649125333,2026-08-23,True
1136385184649125333,2026-08-24,True
1136385184649125333,2026-08-25,True
1136385184649125333,2026-08-26,True
1136385184649125333,2026-08-27,False
1136385184649125333,2026-08-28,False
1136385184649125333,2026-08-29,False
1136385184649125333,2026-08-30,True
1136385184649125333,2026-08-31,True
1136385184649125333,2026-09-01,True
1136385184649125333,2026-09-02,True
1136385184649125333,2026-09-03,False
1136385184649125333,2026-09-04,False
1136385184649125333,2026-09-05,False
1136385184649125333,2026-09-06,False
1136385184649125333,2026-09-07,True
1136385184649125333,2026-09-08,True
1136385184649125333,2026-09-09,False
1136385184649125333,2026-09-10,False
1136385184649125333,2026-09-11,False
1136385184649125333,2026-09-12,False
1136385184649125333,2026-09-13,True
1136385184649125333,2026-09-14,True
1136385184649125333,2026-09-15,True
1136385184649125333,2026-09-16,True
1136385184649125333,2026-09-17,True
1136385184649125333,2026-09-18,False
1136385184649125333,2026-09-19,False
1136385184649125333,2026-09-20,False
1136385184649125333,2026-09-21,True
1136385184649125333,2026-09-22,False
1136385184649125333,2026-09-23,False
1136385184649125333,2026-09-24,False
1136385184649125333,2026-09-25,False
1136385184649125333,2026-09-26,False
1136385184649125333,2026-09-27,False
1136385184649125333,2026-09-28,False
1136385184649125333,2026-09-29,True
1136385184649125333,2026-09-30,True
